text,type,label,language,source,english_translation,has_urgency,has_shortened_url
"Subject: আপনার অর্ডার নিশ্চিত হয়েছে

আপনার অর্ডার #2307 সফলভাবে পেমেন্ট হয়েছে।",email,0,mixed,simulated_legit_email,"Subject: আপনার অর্ডার নিশ্চিত হয়েছে

আপনার অর্ডার #2307 সফলভাবে পেমেন্ট হয়েছে।",0,0
https://www.bracbank.com,url,0,en,simulated_legit_url,https://www.bracbank.com,0,0
আপনার ব্যাংক অ্যাকাউন্ট লক হচ্ছে ২৪ ঘন্টার মধ্যে! যাচাই: https://dbbl-bank.security-check.com/login,sms,1,bn,simulated_phish_sms,আপনার ব্যাংক অ্যাকাউন্ট লক হচ্ছে ২৪ ঘন্টার মধ্যে! যাচাই: https://dbbl-bank.security-check.com/login,0,0
Eid স্পেশাল গিফট পেয়েছেন! ক্লেইম করতে ক্লিক করুন: https://nagad-gov.bd/claim-prize,sms,1,bn,simulated_phish_sms,Eid স্পেশাল গিফট পেয়েছেন! ক্লেইম করতে ক্লিক করুন: https://nagad-gov.bd/claim-prize,0,0
"Subject: আপনার পেমেন্ট ব্লক হয়েছে

আপনার মোবাইল নম্বরে সমস্যা। সিকিউরিটি চেক করুন: http://martinez.com/",email,1,mixed,simulated_phish_email,"Subject: আপনার পেমেন্ট ব্লক হয়েছে

আপনার মোবাইল নম্বরে সমস্যা। সিকিউরিটি চেক করুন: http://martinez.com/",1,0
অবিলম্বে আপনার পাসওয়ার্ড রিসেট করুন! https://bkaash.app/verify-account,sms,1,bn,simulated_phish_sms,অবিলম্বে আপনার পাসওয়ার্ড রিসেট করুন! https://bkaash.app/verify-account,0,0
"Subject: আপনার অর্ডার নিশ্চিত হয়েছে

আপনার অর্ডার #1916 সফলভাবে পেমেন্ট হয়েছে।",email,0,mixed,simulated_legit_email,"Subject: আপনার অর্ডার নিশ্চিত হয়েছে

আপনার অর্ডার #1916 সফলভাবে পেমেন্ট হয়েছে।",0,0
আপনার ব্যাংক অ্যাকাউন্ট লক হচ্ছে ২৪ ঘন্টার মধ্যে! যাচাই: https://nagaad-prizeclaim.com,sms,1,bn,simulated_phish_sms,আপনার ব্যাংক অ্যাকাউন্ট লক হচ্ছে ২৪ ঘন্টার মধ্যে! যাচাই: https://nagaad-prizeclaim.com,0,0
আপনার পুরস্কার অপেক্ষা করছে – এখনই ক্লিক করুন: https://www.bkashh.com/login,sms,1,bn,simulated_phish_sms,আপনার পুরস্কার অপেক্ষা করছে – এখনই ক্লিক করুন: https://www.bkashh.com/login,1,0
আপনার DBBL/Rocket অ্যাকাউন্টে অস্বাভাবিক লেনদেন। চেক করুন: https://dbbl-bank.security-check.com/login,sms,1,bn,simulated_phish_sms,আপনার DBBL/Rocket অ্যাকাউন্টে অস্বাভাবিক লেনদেন। চেক করুন: https://dbbl-bank.security-check.com/login,0,0
অবিলম্বে আপনার পাসওয়ার্ড রিসেট করুন! https://case-bell.info/,sms,1,bn,simulated_phish_sms,অবিলম্বে আপনার পাসওয়ার্ড রিসেট করুন! https://case-bell.info/,0,0
আপনার পুরস্কার অপেক্ষা করছে – এখনই ক্লিক করুন: https://nagaad-prizeclaim.com,sms,1,bn,simulated_phish_sms,আপনার পুরস্কার অপেক্ষা করছে – এখনই ক্লিক করুন: https://nagaad-prizeclaim.com,1,0
আপনার bKash অ্যাকাউন্টে 4142 টাকা এসেছে।,sms,0,bn,simulated_legit_sms,আপনার bKash অ্যাকাউন্টে 4142 টাকা এসেছে।,0,0
চাকরির ইন্টারভিউ কল পেয়েছেন! বিস্তারিত: https://nagad-gov.bd/claim-prize,sms,1,bn,simulated_phish_sms,চাকরির ইন্টারভিউ কল পেয়েছেন! বিস্তারিত: https://nagad-gov.bd/claim-prize,0,0
আপনার DBBL/Rocket অ্যাকাউন্টে অস্বাভাবিক লেনদেন। চেক করুন: https://cooley-liu.com/,sms,1,bn,simulated_phish_sms,আপনার DBBL/Rocket অ্যাকাউন্টে অস্বাভাবিক লেনদেন। চেক করুন: https://cooley-liu.com/,0,0
আপনার bKash অ্যাকাউন্ট সাসপেন্ড! এখনই যাচাই করুন নইলে টাকা হারাবেন: https://nagad-gov.bd/claim-prize,sms,1,bn,simulated_phish_sms,আপনার bKash অ্যাকাউন্ট সাসপেন্ড! এখনই যাচাই করুন নইলে টাকা হারাবেন: https://nagad-gov.bd/claim-prize,1,0
"Subject: আপনি ১ লাখ টাকা জিতেছেন!

আপনার ব্যাংক অ্যাকাউন্ট লক হচ্ছে ২৪ ঘন্টার মধ্যে! যাচাই: http://www.anderson.org/",email,1,mixed,simulated_phish_email,"Subject: আপনি ১ লাখ টাকা জিতেছেন!

আপনার ব্যাংক অ্যাকাউন্ট লক হচ্ছে ২৪ ঘন্টার মধ্যে! যাচাই: http://www.anderson.org/",0,0
আপনার DBBL/Rocket অ্যাকাউন্টে অস্বাভাবিক লেনদেন। চেক করুন: https://bkash-login-verify.net/update,sms,1,bn,simulated_phish_sms,আপনার DBBL/Rocket অ্যাকাউন্টে অস্বাভাবিক লেনদেন। চেক করুন: https://bkash-login-verify.net/update,0,0
https://www.dutchbanglabank.com,url,0,en,simulated_legit_url,https://www.dutchbanglabank.com,0,0
https://www.daraz.com.bd,url,0,en,simulated_legit_url,https://www.daraz.com.bd,0,0
https://www.dutchbanglabank.com,url,0,en,simulated_legit_url,https://www.dutchbanglabank.com,0,0
https://bkaash.app/verify-account,url,1,en,simulated_phish_url,https://bkaash.app/verify-account,0,0
আপনার রিচার্জ সফল হয়েছে। ব্যালেন্স: 5360 টাকা।,sms,0,bn,simulated_legit_sms,আপনার রিচার্জ সফল হয়েছে। ব্যালেন্স: 5360 টাকা।,0,0
আপনার মোবাইল বিল পরিশোধের সময় হয়েছে।,sms,0,bn,simulated_legit_sms,আপনার মোবাইল বিল পরিশোধের সময় হয়েছে।,0,0
https://gov-bd-verify.net/update,url,1,en,simulated_phish_url,https://gov-bd-verify.net/update,0,0
https://www.daraz.com.bd,url,0,en,simulated_legit_url,https://www.daraz.com.bd,0,0
"Subject: আপনি ১ লাখ টাকা জিতেছেন!

অবিলম্বে আপনার পাসওয়ার্ড রিসেট করুন! https://king-wright.org/",email,1,mixed,simulated_phish_email,"Subject: আপনি ১ লাখ টাকা জিতেছেন!

অবিলম্বে আপনার পাসওয়ার্ড রিসেট করুন! https://king-wright.org/",0,0
আপনার পুরস্কার অপেক্ষা করছে – এখনই ক্লিক করুন: https://nagaad-prizeclaim.com,sms,1,bn,simulated_phish_sms,আপনার পুরস্কার অপেক্ষা করছে – এখনই ক্লিক করুন: https://nagaad-prizeclaim.com,1,0
https://www.pathao.com,url,0,en,simulated_legit_url,https://www.pathao.com,0,0
"Subject: আপনার অর্ডার নিশ্চিত হয়েছে

আপনার অর্ডার #7537 সফলভাবে পেমেন্ট হয়েছে।",email,0,mixed,simulated_legit_email,"Subject: আপনার অর্ডার নিশ্চিত হয়েছে

আপনার অর্ডার #7537 সফলভাবে পেমেন্ট হয়েছে।",0,0
https://gov-bd-verify.net/update,url,1,en,simulated_phish_url,https://gov-bd-verify.net/update,0,0
https://bkaash.app/verify-account,url,1,en,simulated_phish_url,https://bkaash.app/verify-account,0,0
আপনার পুরস্কার অপেক্ষা করছে – এখনই ক্লিক করুন: https://shaffer-torres.net/,sms,1,bn,simulated_phish_sms,আপনার পুরস্কার অপেক্ষা করছে – এখনই ক্লিক করুন: https://shaffer-torres.net/,1,0
"অভিনন্দন! আপনি ৫০,০০০ টাকা জিতেছেন। দাবি করুন: https://bkash-login-verify.net/update (আজই শেষ!)",sms,1,bn,simulated_phish_sms,"অভিনন্দন! আপনি ৫০,০০০ টাকা জিতেছেন। দাবি করুন: https://bkash-login-verify.net/update (আজই শেষ!)",1,0
আপনার মোবাইল বিল পরিশোধের সময় হয়েছে।,sms,0,bn,simulated_legit_sms,আপনার মোবাইল বিল পরিশোধের সময় হয়েছে।,0,0
"Subject: জরুরি! অ্যাকাউন্ট যাচাই করুন

আপনার পুরস্কার অপেক্ষা করছে – এখনই ক্লিক করুন: http://www.underwood.biz/",email,1,mixed,simulated_phish_email,"Subject: জরুরি! অ্যাকাউন্ট যাচাই করুন

আপনার পুরস্কার অপেক্ষা করছে – এখনই ক্লিক করুন: http://www.underwood.biz/",1,0
"Subject: আপনি ১ লাখ টাকা জিতেছেন!

চাকরির ইন্টারভিউ কল পেয়েছেন! বিস্তারিত: http://www.mason.info/",email,1,mixed,simulated_phish_email,"Subject: আপনি ১ লাখ টাকা জিতেছেন!

চাকরির ইন্টারভিউ কল পেয়েছেন! বিস্তারিত: http://www.mason.info/",0,0
চাকরির ইন্টারভিউ কল পেয়েছেন! বিস্তারিত: https://www.bkashh.com/login,sms,1,bn,simulated_phish_sms,চাকরির ইন্টারভিউ কল পেয়েছেন! বিস্তারিত: https://www.bkashh.com/login,0,0
আপনার bKash অ্যাকাউন্ট সাসপেন্ড! এখনই যাচাই করুন নইলে টাকা হারাবেন: https://nagad-gov.bd/claim-prize,sms,1,bn,simulated_phish_sms,আপনার bKash অ্যাকাউন্ট সাসপেন্ড! এখনই যাচাই করুন নইলে টাকা হারাবেন: https://nagad-gov.bd/claim-prize,1,0
আপনার মোবাইল বিল পরিশোধের সময় হয়েছে।,sms,0,bn,simulated_legit_sms,আপনার মোবাইল বিল পরিশোধের সময় হয়েছে।,0,0
Eid স্পেশাল গিফট পেয়েছেন! ক্লেইম করতে ক্লিক করুন: https://gov-bd-verify.net/update,sms,1,bn,simulated_phish_sms,Eid স্পেশাল গিফট পেয়েছেন! ক্লেইম করতে ক্লিক করুন: https://gov-bd-verify.net/update,0,0
আপনার ব্যাংক স্টেটমেন্ট তৈরি। লগইন করে দেখুন।,sms,0,bn,simulated_legit_sms,আপনার ব্যাংক স্টেটমেন্ট তৈরি। লগইন করে দেখুন।,0,0
https://www.nagad.com.bd,url,0,en,simulated_legit_url,https://www.nagad.com.bd,0,0
আপনার মোবাইল নম্বরে সমস্যা। সিকিউরিটি চেক করুন: https://nagaad-prizeclaim.com,sms,1,bn,simulated_phish_sms,আপনার মোবাইল নম্বরে সমস্যা। সিকিউরিটি চেক করুন: https://nagaad-prizeclaim.com,0,0
https://bkash-login-verify.net/update,url,1,en,simulated_phish_url,https://bkash-login-verify.net/update,0,0
https://gov-bd-verify.net/update,url,1,en,simulated_phish_url,https://gov-bd-verify.net/update,0,0
আপনার পার্সেল ট্র্যাকিং নম্বর: PK48890 – Pathao,sms,0,bn,simulated_legit_sms,আপনার পার্সেল ট্র্যাকিং নম্বর: PK48890 – Pathao,0,0
অবিলম্বে আপনার পাসওয়ার্ড রিসেট করুন! https://bkash-login-verify.net/update,sms,1,bn,simulated_phish_sms,অবিলম্বে আপনার পাসওয়ার্ড রিসেট করুন! https://bkash-login-verify.net/update,0,0
"Subject: আপনার পেমেন্ট ব্লক হয়েছে

আপনার DBBL/Rocket অ্যাকাউন্টে অস্বাভাবিক লেনদেন। চেক করুন: https://shaw.com/",email,1,mixed,simulated_phish_email,"Subject: আপনার পেমেন্ট ব্লক হয়েছে

আপনার DBBL/Rocket অ্যাকাউন্টে অস্বাভাবিক লেনদেন। চেক করুন: https://shaw.com/",1,0
"Subject: আপনার অর্ডার নিশ্চিত হয়েছে

আপনার অর্ডার #3579 সফলভাবে পেমেন্ট হয়েছে।",email,0,mixed,simulated_legit_email,"Subject: আপনার অর্ডার নিশ্চিত হয়েছে

আপনার অর্ডার #3579 সফলভাবে পেমেন্ট হয়েছে।",0,0
Nagad থেকে জরুরি: আপনার পেমেন্ট ব্লক হয়েছে। আপডেট করুন: https://nagad-gov.bd/claim-prize,sms,1,bn,simulated_phish_sms,Nagad থেকে জরুরি: আপনার পেমেন্ট ব্লক হয়েছে। আপডেট করুন: https://nagad-gov.bd/claim-prize,1,0
"Subject: আপনার অর্ডার নিশ্চিত হয়েছে

আপনার অর্ডার #4853 সফলভাবে পেমেন্ট হয়েছে।",email,0,mixed,simulated_legit_email,"Subject: আপনার অর্ডার নিশ্চিত হয়েছে

আপনার অর্ডার #4853 সফলভাবে পেমেন্ট হয়েছে।",0,0
আপনার রিচার্জ সফল হয়েছে। ব্যালেন্স: 701 টাকা।,sms,0,bn,simulated_legit_sms,আপনার রিচার্জ সফল হয়েছে। ব্যালেন্স: 701 টাকা।,0,0
আপনার রিচার্জ সফল হয়েছে। ব্যালেন্স: 3396 টাকা।,sms,0,bn,simulated_legit_sms,আপনার রিচার্জ সফল হয়েছে। ব্যালেন্স: 3396 টাকা।,0,0
"Subject: আপনি ১ লাখ টাকা জিতেছেন!

Nagad থেকে জরুরি: আপনার পেমেন্ট ব্লক হয়েছে। আপডেট করুন: https://www.yoder-newton.biz/",email,1,mixed,simulated_phish_email,"Subject: আপনি ১ লাখ টাকা জিতেছেন!

Nagad থেকে জরুরি: আপনার পেমেন্ট ব্লক হয়েছে। আপডেট করুন: https://www.yoder-newton.biz/",1,0
"Subject: আপনি ১ লাখ টাকা জিতেছেন!

অভিনন্দন! আপনি ৫০,০০০ টাকা জিতেছেন। দাবি করুন: http://sampson-carr.biz/ (আজই শেষ!)",email,1,mixed,simulated_phish_email,"Subject: আপনি ১ লাখ টাকা জিতেছেন!

অভিনন্দন! আপনি ৫০,০০০ টাকা জিতেছেন। দাবি করুন: http://sampson-carr.biz/ (আজই শেষ!)",1,0
আপনার পুরস্কার অপেক্ষা করছে – এখনই ক্লিক করুন: https://nagad-gov.bd/claim-prize,sms,1,bn,simulated_phish_sms,আপনার পুরস্কার অপেক্ষা করছে – এখনই ক্লিক করুন: https://nagad-gov.bd/claim-prize,1,0
Eid স্পেশাল গিফট পেয়েছেন! ক্লেইম করতে ক্লিক করুন: https://dbbl-bank.security-check.com/login,sms,1,bn,simulated_phish_sms,Eid স্পেশাল গিফট পেয়েছেন! ক্লেইম করতে ক্লিক করুন: https://dbbl-bank.security-check.com/login,0,0
https://www.nagad.com.bd,url,0,en,simulated_legit_url,https://www.nagad.com.bd,0,0
অবিলম্বে আপনার পাসওয়ার্ড রিসেট করুন! https://rocket-banking.online/secure,sms,1,bn,simulated_phish_sms,অবিলম্বে আপনার পাসওয়ার্ড রিসেট করুন! https://rocket-banking.online/secure,0,0
"Subject: আপনার অর্ডার নিশ্চিত হয়েছে

আপনার অর্ডার #9666 সফলভাবে পেমেন্ট হয়েছে।",email,0,mixed,simulated_legit_email,"Subject: আপনার অর্ডার নিশ্চিত হয়েছে

আপনার অর্ডার #9666 সফলভাবে পেমেন্ট হয়েছে।",0,0
আপনার OTP: 240814 – কাউকে শেয়ার করবেন না।,sms,0,bn,simulated_legit_sms,আপনার OTP: 240814 – কাউকে শেয়ার করবেন না।,0,0
https://dbbl-bank.security-check.com/login,url,1,en,simulated_phish_url,https://dbbl-bank.security-check.com/login,0,0
আপনার ব্যাংক অ্যাকাউন্ট লক হচ্ছে ২৪ ঘন্টার মধ্যে! যাচাই: https://bkaash.app/verify-account,sms,1,bn,simulated_phish_sms,আপনার ব্যাংক অ্যাকাউন্ট লক হচ্ছে ২৪ ঘন্টার মধ্যে! যাচাই: https://bkaash.app/verify-account,0,0
"Subject: আপনার অর্ডার নিশ্চিত হয়েছে

আপনার অর্ডার #9280 সফলভাবে পেমেন্ট হয়েছে।",email,0,mixed,simulated_legit_email,"Subject: আপনার অর্ডার নিশ্চিত হয়েছে

আপনার অর্ডার #9280 সফলভাবে পেমেন্ট হয়েছে।",0,0
আপনার মোবাইল বিল পরিশোধের সময় হয়েছে।,sms,0,bn,simulated_legit_sms,আপনার মোবাইল বিল পরিশোধের সময় হয়েছে।,0,0
Nagad থেকে জরুরি: আপনার পেমেন্ট ব্লক হয়েছে। আপডেট করুন: https://rocket-banking.online/secure,sms,1,bn,simulated_phish_sms,Nagad থেকে জরুরি: আপনার পেমেন্ট ব্লক হয়েছে। আপডেট করুন: https://rocket-banking.online/secure,1,0
চাকরির ইন্টারভিউ কল পেয়েছেন! বিস্তারিত: https://short-mata.com/,sms,1,bn,simulated_phish_sms,চাকরির ইন্টারভিউ কল পেয়েছেন! বিস্তারিত: https://short-mata.com/,0,0
Nagad থেকে জরুরি: আপনার পেমেন্ট ব্লক হয়েছে। আপডেট করুন: https://www.taylor.com/,sms,1,bn,simulated_phish_sms,Nagad থেকে জরুরি: আপনার পেমেন্ট ব্লক হয়েছে। আপডেট করুন: https://www.taylor.com/,1,0
অবিলম্বে আপনার পাসওয়ার্ড রিসেট করুন! https://dbbl-bank.security-check.com/login,sms,1,bn,simulated_phish_sms,অবিলম্বে আপনার পাসওয়ার্ড রিসেট করুন! https://dbbl-bank.security-check.com/login,0,0
আপনার ব্যাংক অ্যাকাউন্ট লক হচ্ছে ২৪ ঘন্টার মধ্যে! যাচাই: https://bkash-login-verify.net/update,sms,1,bn,simulated_phish_sms,আপনার ব্যাংক অ্যাকাউন্ট লক হচ্ছে ২৪ ঘন্টার মধ্যে! যাচাই: https://bkash-login-verify.net/update,0,0
https://bkaash.app/verify-account,url,1,en,simulated_phish_url,https://bkaash.app/verify-account,0,0
"Subject: আপনার পেমেন্ট ব্লক হয়েছে

চাকরির ইন্টারভিউ কল পেয়েছেন! বিস্তারিত: https://www.richards.com/",email,1,mixed,simulated_phish_email,"Subject: আপনার পেমেন্ট ব্লক হয়েছে

চাকরির ইন্টারভিউ কল পেয়েছেন! বিস্তারিত: https://www.richards.com/",1,0
https://bkaash.app/verify-account,url,1,en,simulated_phish_url,https://bkaash.app/verify-account,0,0
https://www.nagad.com.bd,url,0,en,simulated_legit_url,https://www.nagad.com.bd,0,0
https://www.bkashh.com/login,url,1,en,simulated_phish_url,https://www.bkashh.com/login,0,0
"Subject: আপনার পেমেন্ট ব্লক হয়েছে

আপনার মোবাইল নম্বরে সমস্যা। সিকিউরিটি চেক করুন: http://www.west.com/",email,1,mixed,simulated_phish_email,"Subject: আপনার পেমেন্ট ব্লক হয়েছে

আপনার মোবাইল নম্বরে সমস্যা। সিকিউরিটি চেক করুন: http://www.west.com/",1,0
আপনার অর্ডার #60140 ডেলিভারি হয়েছে। ধন্যবাদ Daraz থেকে।,sms,0,bn,simulated_legit_sms,আপনার অর্ডার #60140 ডেলিভারি হয়েছে। ধন্যবাদ Daraz থেকে।,0,0
https://rocket-banking.online/secure,url,1,en,simulated_phish_url,https://rocket-banking.online/secure,0,0
https://www.nagad.com.bd,url,0,en,simulated_legit_url,https://www.nagad.com.bd,0,0
আপনার ব্যাংক অ্যাকাউন্ট লক হচ্ছে ২৪ ঘন্টার মধ্যে! যাচাই: https://rocket-banking.online/secure,sms,1,bn,simulated_phish_sms,আপনার ব্যাংক অ্যাকাউন্ট লক হচ্ছে ২৪ ঘন্টার মধ্যে! যাচাই: https://rocket-banking.online/secure,0,0
https://www.dutchbanglabank.com,url,0,en,simulated_legit_url,https://www.dutchbanglabank.com,0,0
অবিলম্বে আপনার পাসওয়ার্ড রিসেট করুন! https://www.bkashh.com/login,sms,1,bn,simulated_phish_sms,অবিলম্বে আপনার পাসওয়ার্ড রিসেট করুন! https://www.bkashh.com/login,0,0
https://rocket-banking.online/secure,url,1,en,simulated_phish_url,https://rocket-banking.online/secure,0,0
আপনার OTP: 725550 – কাউকে শেয়ার করবেন না।,sms,0,bn,simulated_legit_sms,আপনার OTP: 725550 – কাউকে শেয়ার করবেন না।,0,0
"Subject: আপনার পেমেন্ট ব্লক হয়েছে

অবিলম্বে আপনার পাসওয়ার্ড রিসেট করুন! http://cain.info/",email,1,mixed,simulated_phish_email,"Subject: আপনার পেমেন্ট ব্লক হয়েছে

অবিলম্বে আপনার পাসওয়ার্ড রিসেট করুন! http://cain.info/",1,0
আপনার bKash অ্যাকাউন্টে 463 টাকা এসেছে।,sms,0,bn,simulated_legit_sms,আপনার bKash অ্যাকাউন্টে 463 টাকা এসেছে।,0,0
"Subject: আপনার অর্ডার নিশ্চিত হয়েছে

আপনার অর্ডার #4228 সফলভাবে পেমেন্ট হয়েছে।",email,0,mixed,simulated_legit_email,"Subject: আপনার অর্ডার নিশ্চিত হয়েছে

আপনার অর্ডার #4228 সফলভাবে পেমেন্ট হয়েছে।",0,0
আপনার ব্যাংক অ্যাকাউন্ট লক হচ্ছে ২৪ ঘন্টার মধ্যে! যাচাই: https://www.bkashh.com/login,sms,1,bn,simulated_phish_sms,আপনার ব্যাংক অ্যাকাউন্ট লক হচ্ছে ২৪ ঘন্টার মধ্যে! যাচাই: https://www.bkashh.com/login,0,0
"Subject: আপনি ১ লাখ টাকা জিতেছেন!

অবিলম্বে আপনার পাসওয়ার্ড রিসেট করুন! https://www.morgan.org/",email,1,mixed,simulated_phish_email,"Subject: আপনি ১ লাখ টাকা জিতেছেন!

অবিলম্বে আপনার পাসওয়ার্ড রিসেট করুন! https://www.morgan.org/",0,0
চাকরির ইন্টারভিউ কল পেয়েছেন! বিস্তারিত: https://rocket-banking.online/secure,sms,1,bn,simulated_phish_sms,চাকরির ইন্টারভিউ কল পেয়েছেন! বিস্তারিত: https://rocket-banking.online/secure,0,0
"Subject: আপনার পেমেন্ট ব্লক হয়েছে

চাকরির ইন্টারভিউ কল পেয়েছেন! বিস্তারিত: https://www.york.com/",email,1,mixed,simulated_phish_email,"Subject: আপনার পেমেন্ট ব্লক হয়েছে

চাকরির ইন্টারভিউ কল পেয়েছেন! বিস্তারিত: https://www.york.com/",1,0
"Subject: আপনার অর্ডার নিশ্চিত হয়েছে

আপনার অর্ডার #5930 সফলভাবে পেমেন্ট হয়েছে।",email,0,mixed,simulated_legit_email,"Subject: আপনার অর্ডার নিশ্চিত হয়েছে

আপনার অর্ডার #5930 সফলভাবে পেমেন্ট হয়েছে।",0,0
আপনার OTP: 550770 – কাউকে শেয়ার করবেন না।,sms,0,bn,simulated_legit_sms,আপনার OTP: 550770 – কাউকে শেয়ার করবেন না।,0,0
"Subject: আপনি ১ লাখ টাকা জিতেছেন!

আপনার মোবাইল নম্বরে সমস্যা। সিকিউরিটি চেক করুন: http://cross-frye.com/",email,1,mixed,simulated_phish_email,"Subject: আপনি ১ লাখ টাকা জিতেছেন!

আপনার মোবাইল নম্বরে সমস্যা। সিকিউরিটি চেক করুন: http://cross-frye.com/",0,0
"Subject: আপনার অর্ডার নিশ্চিত হয়েছে

আপনার অর্ডার #3780 সফলভাবে পেমেন্ট হয়েছে।",email,0,mixed,simulated_legit_email,"Subject: আপনার অর্ডার নিশ্চিত হয়েছে

আপনার অর্ডার #3780 সফলভাবে পেমেন্ট হয়েছে।",0,0
"Subject: আপনার পেমেন্ট ব্লক হয়েছে

আপনার পুরস্কার অপেক্ষা করছে – এখনই ক্লিক করুন: https://www.rodriguez.com/",email,1,mixed,simulated_phish_email,"Subject: আপনার পেমেন্ট ব্লক হয়েছে

আপনার পুরস্কার অপেক্ষা করছে – এখনই ক্লিক করুন: https://www.rodriguez.com/",1,0
আপনার মোবাইল বিল পরিশোধের সময় হয়েছে।,sms,0,bn,simulated_legit_sms,আপনার মোবাইল বিল পরিশোধের সময় হয়েছে।,0,0
আপনার DBBL/Rocket অ্যাকাউন্টে অস্বাভাবিক লেনদেন। চেক করুন: https://nagad-gov.bd/claim-prize,sms,1,bn,simulated_phish_sms,আপনার DBBL/Rocket অ্যাকাউন্টে অস্বাভাবিক লেনদেন। চেক করুন: https://nagad-gov.bd/claim-prize,0,0
আপনার রিচার্জ সফল হয়েছে। ব্যালেন্স: 6597 টাকা।,sms,0,bn,simulated_legit_sms,আপনার রিচার্জ সফল হয়েছে। ব্যালেন্স: 6597 টাকা।,0,0
আপনার মোবাইল বিল পরিশোধের সময় হয়েছে।,sms,0,bn,simulated_legit_sms,আপনার মোবাইল বিল পরিশোধের সময় হয়েছে।,0,0
"অভিনন্দন! আপনি ৫০,০০০ টাকা জিতেছেন। দাবি করুন: https://gov-bd-verify.net/update (আজই শেষ!)",sms,1,bn,simulated_phish_sms,"অভিনন্দন! আপনি ৫০,০০০ টাকা জিতেছেন। দাবি করুন: https://gov-bd-verify.net/update (আজই শেষ!)",1,0
অবিলম্বে আপনার পাসওয়ার্ড রিসেট করুন! https://padilla.com/,sms,1,bn,simulated_phish_sms,অবিলম্বে আপনার পাসওয়ার্ড রিসেট করুন! https://padilla.com/,0,0
"Subject: আপনার অর্ডার নিশ্চিত হয়েছে

আপনার অর্ডার #8251 সফলভাবে পেমেন্ট হয়েছে।",email,0,mixed,simulated_legit_email,"Subject: আপনার অর্ডার নিশ্চিত হয়েছে

আপনার অর্ডার #8251 সফলভাবে পেমেন্ট হয়েছে।",0,0
