text,type,label,language,source,english_translation,has_urgency,has_shortened_url
আপনার মোবাইল নম্বরে সমস্যা। সিকিউরিটি চেক করুন: https://dbbl-bank.security-check.com/login,sms,1,bn,simulated_phish_sms,আপনার মোবাইল নম্বরে সমস্যা। সিকিউরিটি চেক করুন: https://dbbl-bank.security-check.com/login,0,0
"অভিনন্দন! আপনি ৫০,০০০ টাকা জিতেছেন। দাবি করুন: https://bkaash.app/verify-account (আজই শেষ!)",sms,1,bn,simulated_phish_sms,"অভিনন্দন! আপনি ৫০,০০০ টাকা জিতেছেন। দাবি করুন: https://bkaash.app/verify-account (আজই শেষ!)",1,0
"অভিনন্দন! আপনি ৫০,০০০ টাকা জিতেছেন। দাবি করুন: https://gov-bd-verify.net/update (আজই শেষ!)",sms,1,bn,simulated_phish_sms,"অভিনন্দন! আপনি ৫০,০০০ টাকা জিতেছেন। দাবি করুন: https://gov-bd-verify.net/update (আজই শেষ!)",1,0
"Subject: আপনার পেমেন্ট ব্লক হয়েছে

Nagad থেকে জরুরি: আপনার পেমেন্ট ব্লক হয়েছে। আপডেট করুন: https://ballard.com/",email,1,mixed,simulated_phish_email,"Subject: আপনার পেমেন্ট ব্লক হয়েছে

Nagad থেকে জরুরি: আপনার পেমেন্ট ব্লক হয়েছে। আপডেট করুন: https://ballard.com/",1,0
"Subject: জরুরি! অ্যাকাউন্ট যাচাই করুন

আপনার bKash অ্যাকাউন্ট সাসপেন্ড! এখনই যাচাই করুন নইলে টাকা হারাবেন: http://jackson.com/",email,1,mixed,simulated_phish_email,"Subject: জরুরি! অ্যাকাউন্ট যাচাই করুন

আপনার bKash অ্যাকাউন্ট সাসপেন্ড! এখনই যাচাই করুন নইলে টাকা হারাবেন: http://jackson.com/",1,0
Nagad থেকে জরুরি: আপনার পেমেন্ট ব্লক হয়েছে। আপডেট করুন: https://www.berg.com/,sms,1,bn,simulated_phish_sms,Nagad থেকে জরুরি: আপনার পেমেন্ট ব্লক হয়েছে। আপডেট করুন: https://www.berg.com/,1,0
আপনার bKash অ্যাকাউন্ট সাসপেন্ড! এখনই যাচাই করুন নইলে টাকা হারাবেন: https://dbbl-bank.security-check.com/login,sms,1,bn,simulated_phish_sms,আপনার bKash অ্যাকাউন্ট সাসপেন্ড! এখনই যাচাই করুন নইলে টাকা হারাবেন: https://dbbl-bank.security-check.com/login,1,0
চাকরির ইন্টারভিউ কল পেয়েছেন! বিস্তারিত: https://bkash-login-verify.net/update,sms,1,bn,simulated_phish_sms,চাকরির ইন্টারভিউ কল পেয়েছেন! বিস্তারিত: https://bkash-login-verify.net/update,0,0
https://rocket-banking.online/secure,url,1,en,simulated_phish_url,https://rocket-banking.online/secure,0,0
https://gov-bd-verify.net/update,url,1,en,simulated_phish_url,https://gov-bd-verify.net/update,0,0
https://nagaad-prizeclaim.com,url,1,en,simulated_phish_url,https://nagaad-prizeclaim.com,0,0
"Subject: আপনার অর্ডার নিশ্চিত হয়েছে

আপনার অর্ডার #3979 সফলভাবে পেমেন্ট হয়েছে।",email,0,mixed,simulated_legit_email,"Subject: আপনার অর্ডার নিশ্চিত হয়েছে

আপনার অর্ডার #3979 সফলভাবে পেমেন্ট হয়েছে।",0,0
"Subject: জরুরি! অ্যাকাউন্ট যাচাই করুন

আপনার ব্যাংক অ্যাকাউন্ট লক হচ্ছে ২৪ ঘন্টার মধ্যে! যাচাই: http://gallagher.biz/",email,1,mixed,simulated_phish_email,"Subject: জরুরি! অ্যাকাউন্ট যাচাই করুন

আপনার ব্যাংক অ্যাকাউন্ট লক হচ্ছে ২৪ ঘন্টার মধ্যে! যাচাই: http://gallagher.biz/",0,0
https://nagad-gov.bd/claim-prize,url,1,en,simulated_phish_url,https://nagad-gov.bd/claim-prize,0,0
"অভিনন্দন! আপনি ৫০,০০০ টাকা জিতেছেন। দাবি করুন: https://bkash-login-verify.net/update (আজই শেষ!)",sms,1,bn,simulated_phish_sms,"অভিনন্দন! আপনি ৫০,০০০ টাকা জিতেছেন। দাবি করুন: https://bkash-login-verify.net/update (আজই শেষ!)",1,0
আপনার রিচার্জ সফল হয়েছে। ব্যালেন্স: 2500 টাকা।,sms,0,bn,simulated_legit_sms,আপনার রিচার্জ সফল হয়েছে। ব্যালেন্স: 2500 টাকা।,0,0
আপনার পুরস্কার অপেক্ষা করছে – এখনই ক্লিক করুন: https://bkash-login-verify.net/update,sms,1,bn,simulated_phish_sms,আপনার পুরস্কার অপেক্ষা করছে – এখনই ক্লিক করুন: https://bkash-login-verify.net/update,1,0
https://nagad-gov.bd/claim-prize,url,1,en,simulated_phish_url,https://nagad-gov.bd/claim-prize,0,0
আপনার রিচার্জ সফল হয়েছে। ব্যালেন্স: 7119 টাকা।,sms,0,bn,simulated_legit_sms,আপনার রিচার্জ সফল হয়েছে। ব্যালেন্স: 7119 টাকা।,0,0
আপনার পার্সেল ট্র্যাকিং নম্বর: PK59969 – Pathao,sms,0,bn,simulated_legit_sms,আপনার পার্সেল ট্র্যাকিং নম্বর: PK59969 – Pathao,0,0
আপনার মোবাইল বিল পরিশোধের সময় হয়েছে।,sms,0,bn,simulated_legit_sms,আপনার মোবাইল বিল পরিশোধের সময় হয়েছে।,0,0
"অভিনন্দন! আপনি ৫০,০০০ টাকা জিতেছেন। দাবি করুন: https://rocket-banking.online/secure (আজই শেষ!)",sms,1,bn,simulated_phish_sms,"অভিনন্দন! আপনি ৫০,০০০ টাকা জিতেছেন। দাবি করুন: https://rocket-banking.online/secure (আজই শেষ!)",1,0
"Subject: আপনি ১ লাখ টাকা জিতেছেন!

আপনার মোবাইল নম্বরে সমস্যা। সিকিউরিটি চেক করুন: http://www.davis.com/",email,1,mixed,simulated_phish_email,"Subject: আপনি ১ লাখ টাকা জিতেছেন!

আপনার মোবাইল নম্বরে সমস্যা। সিকিউরিটি চেক করুন: http://www.davis.com/",0,0
আপনার অর্ডার #85757 ডেলিভারি হয়েছে। ধন্যবাদ Daraz থেকে।,sms,0,bn,simulated_legit_sms,আপনার অর্ডার #85757 ডেলিভারি হয়েছে। ধন্যবাদ Daraz থেকে।,0,0
আপনার ব্যাংক অ্যাকাউন্ট লক হচ্ছে ২৪ ঘন্টার মধ্যে! যাচাই: https://nagaad-prizeclaim.com,sms,1,bn,simulated_phish_sms,আপনার ব্যাংক অ্যাকাউন্ট লক হচ্ছে ২৪ ঘন্টার মধ্যে! যাচাই: https://nagaad-prizeclaim.com,0,0
আপনার পুরস্কার অপেক্ষা করছে – এখনই ক্লিক করুন: https://rocket-banking.online/secure,sms,1,bn,simulated_phish_sms,আপনার পুরস্কার অপেক্ষা করছে – এখনই ক্লিক করুন: https://rocket-banking.online/secure,1,0
আপনার পুরস্কার অপেক্ষা করছে – এখনই ক্লিক করুন: https://www.bkashh.com/login,sms,1,bn,simulated_phish_sms,আপনার পুরস্কার অপেক্ষা করছে – এখনই ক্লিক করুন: https://www.bkashh.com/login,1,0
"Subject: আপনার অর্ডার নিশ্চিত হয়েছে

আপনার অর্ডার #7511 সফলভাবে পেমেন্ট হয়েছে।",email,0,mixed,simulated_legit_email,"Subject: আপনার অর্ডার নিশ্চিত হয়েছে

আপনার অর্ডার #7511 সফলভাবে পেমেন্ট হয়েছে।",0,0
"Subject: আপনার পেমেন্ট ব্লক হয়েছে

আপনার DBBL/Rocket অ্যাকাউন্টে অস্বাভাবিক লেনদেন। চেক করুন: http://www.greer-smith.com/",email,1,mixed,simulated_phish_email,"Subject: আপনার পেমেন্ট ব্লক হয়েছে

আপনার DBBL/Rocket অ্যাকাউন্টে অস্বাভাবিক লেনদেন। চেক করুন: http://www.greer-smith.com/",1,0
আপনার DBBL/Rocket অ্যাকাউন্টে অস্বাভাবিক লেনদেন। চেক করুন: https://rocket-banking.online/secure,sms,1,bn,simulated_phish_sms,আপনার DBBL/Rocket অ্যাকাউন্টে অস্বাভাবিক লেনদেন। চেক করুন: https://rocket-banking.online/secure,0,0
https://nagaad-prizeclaim.com,url,1,en,simulated_phish_url,https://nagaad-prizeclaim.com,0,0
"Subject: আপনার অর্ডার নিশ্চিত হয়েছে

আপনার অর্ডার #2951 সফলভাবে পেমেন্ট হয়েছে।",email,0,mixed,simulated_legit_email,"Subject: আপনার অর্ডার নিশ্চিত হয়েছে

আপনার অর্ডার #2951 সফলভাবে পেমেন্ট হয়েছে।",0,0
"Subject: আপনার পেমেন্ট ব্লক হয়েছে

Nagad থেকে জরুরি: আপনার পেমেন্ট ব্লক হয়েছে। আপডেট করুন: https://dominguez-brown.info/",email,1,mixed,simulated_phish_email,"Subject: আপনার পেমেন্ট ব্লক হয়েছে

Nagad থেকে জরুরি: আপনার পেমেন্ট ব্লক হয়েছে। আপডেট করুন: https://dominguez-brown.info/",1,0
আপনার ব্যাংক অ্যাকাউন্ট লক হচ্ছে ২৪ ঘন্টার মধ্যে! যাচাই: https://cervantes-chavez.net/,sms,1,bn,simulated_phish_sms,আপনার ব্যাংক অ্যাকাউন্ট লক হচ্ছে ২৪ ঘন্টার মধ্যে! যাচাই: https://cervantes-chavez.net/,0,0
"Subject: আপনার অর্ডার নিশ্চিত হয়েছে

আপনার অর্ডার #1852 সফলভাবে পেমেন্ট হয়েছে।",email,0,mixed,simulated_legit_email,"Subject: আপনার অর্ডার নিশ্চিত হয়েছে

আপনার অর্ডার #1852 সফলভাবে পেমেন্ট হয়েছে।",0,0
আপনার অর্ডার #21939 ডেলিভারি হয়েছে। ধন্যবাদ Daraz থেকে।,sms,0,bn,simulated_legit_sms,আপনার অর্ডার #21939 ডেলিভারি হয়েছে। ধন্যবাদ Daraz থেকে।,0,0
আপনার ব্যাংক অ্যাকাউন্ট লক হচ্ছে ২৪ ঘন্টার মধ্যে! যাচাই: https://nagad-gov.bd/claim-prize,sms,1,bn,simulated_phish_sms,আপনার ব্যাংক অ্যাকাউন্ট লক হচ্ছে ২৪ ঘন্টার মধ্যে! যাচাই: https://nagad-gov.bd/claim-prize,0,0
"Subject: আপনার অর্ডার নিশ্চিত হয়েছে

আপনার অর্ডার #7564 সফলভাবে পেমেন্ট হয়েছে।",email,0,mixed,simulated_legit_email,"Subject: আপনার অর্ডার নিশ্চিত হয়েছে

আপনার অর্ডার #7564 সফলভাবে পেমেন্ট হয়েছে।",0,0
"Subject: আপনার পেমেন্ট ব্লক হয়েছে

আপনার পুরস্কার অপেক্ষা করছে – এখনই ক্লিক করুন: https://www.collins.com/",email,1,mixed,simulated_phish_email,"Subject: আপনার পেমেন্ট ব্লক হয়েছে

আপনার পুরস্কার অপেক্ষা করছে – এখনই ক্লিক করুন: https://www.collins.com/",1,0
আপনার bKash অ্যাকাউন্টে 4149 টাকা এসেছে।,sms,0,bn,simulated_legit_sms,আপনার bKash অ্যাকাউন্টে 4149 টাকা এসেছে।,0,0
https://www.daraz.com.bd,url,0,en,simulated_legit_url,https://www.daraz.com.bd,0,0
আপনার পুরস্কার অপেক্ষা করছে – এখনই ক্লিক করুন: https://mata.biz/,sms,1,bn,simulated_phish_sms,আপনার পুরস্কার অপেক্ষা করছে – এখনই ক্লিক করুন: https://mata.biz/,1,0
"Subject: জরুরি! অ্যাকাউন্ট যাচাই করুন

আপনার bKash অ্যাকাউন্ট সাসপেন্ড! এখনই যাচাই করুন নইলে টাকা হারাবেন: http://richardson-harris.com/",email,1,mixed,simulated_phish_email,"Subject: জরুরি! অ্যাকাউন্ট যাচাই করুন

আপনার bKash অ্যাকাউন্ট সাসপেন্ড! এখনই যাচাই করুন নইলে টাকা হারাবেন: http://richardson-harris.com/",1,0
আপনার bKash অ্যাকাউন্টে 2360 টাকা এসেছে।,sms,0,bn,simulated_legit_sms,আপনার bKash অ্যাকাউন্টে 2360 টাকা এসেছে।,0,0
"Subject: জরুরি! অ্যাকাউন্ট যাচাই করুন

অবিলম্বে আপনার পাসওয়ার্ড রিসেট করুন! https://mcintyre.biz/",email,1,mixed,simulated_phish_email,"Subject: জরুরি! অ্যাকাউন্ট যাচাই করুন

অবিলম্বে আপনার পাসওয়ার্ড রিসেট করুন! https://mcintyre.biz/",0,0
আপনার অর্ডার #82036 ডেলিভারি হয়েছে। ধন্যবাদ Daraz থেকে।,sms,0,bn,simulated_legit_sms,আপনার অর্ডার #82036 ডেলিভারি হয়েছে। ধন্যবাদ Daraz থেকে।,0,0
আপনার OTP: 576849 – কাউকে শেয়ার করবেন না।,sms,0,bn,simulated_legit_sms,আপনার OTP: 576849 – কাউকে শেয়ার করবেন না।,0,0
অবিলম্বে আপনার পাসওয়ার্ড রিসেট করুন! https://nagad-gov.bd/claim-prize,sms,1,bn,simulated_phish_sms,অবিলম্বে আপনার পাসওয়ার্ড রিসেট করুন! https://nagad-gov.bd/claim-prize,0,0
"Subject: আপনি ১ লাখ টাকা জিতেছেন!

অভিনন্দন! আপনি ৫০,০০০ টাকা জিতেছেন। দাবি করুন: https://www.reid.com/ (আজই শেষ!)",email,1,mixed,simulated_phish_email,"Subject: আপনি ১ লাখ টাকা জিতেছেন!

অভিনন্দন! আপনি ৫০,০০০ টাকা জিতেছেন। দাবি করুন: https://www.reid.com/ (আজই শেষ!)",1,0
https://www.daraz.com.bd,url,0,en,simulated_legit_url,https://www.daraz.com.bd,0,0
https://gov-bd-verify.net/update,url,1,en,simulated_phish_url,https://gov-bd-verify.net/update,0,0
https://bkaash.app/verify-account,url,1,en,simulated_phish_url,https://bkaash.app/verify-account,0,0
"Subject: আপনার অর্ডার নিশ্চিত হয়েছে

আপনার অর্ডার #8517 সফলভাবে পেমেন্ট হয়েছে।",email,0,mixed,simulated_legit_email,"Subject: আপনার অর্ডার নিশ্চিত হয়েছে

আপনার অর্ডার #8517 সফলভাবে পেমেন্ট হয়েছে।",0,0
"Subject: আপনার অর্ডার নিশ্চিত হয়েছে

আপনার অর্ডার #1448 সফলভাবে পেমেন্ট হয়েছে।",email,0,mixed,simulated_legit_email,"Subject: আপনার অর্ডার নিশ্চিত হয়েছে

আপনার অর্ডার #1448 সফলভাবে পেমেন্ট হয়েছে।",0,0
চাকরির ইন্টারভিউ কল পেয়েছেন! বিস্তারিত: https://bkaash.app/verify-account,sms,1,bn,simulated_phish_sms,চাকরির ইন্টারভিউ কল পেয়েছেন! বিস্তারিত: https://bkaash.app/verify-account,0,0
"Subject: আপনি ১ লাখ টাকা জিতেছেন!

চাকরির ইন্টারভিউ কল পেয়েছেন! বিস্তারিত: http://www.copeland.org/",email,1,mixed,simulated_phish_email,"Subject: আপনি ১ লাখ টাকা জিতেছেন!

চাকরির ইন্টারভিউ কল পেয়েছেন! বিস্তারিত: http://www.copeland.org/",0,0
https://bkash-login-verify.net/update,url,1,en,simulated_phish_url,https://bkash-login-verify.net/update,0,0
"Subject: আপনি ১ লাখ টাকা জিতেছেন!

অভিনন্দন! আপনি ৫০,০০০ টাকা জিতেছেন। দাবি করুন: http://www.odonnell.com/ (আজই শেষ!)",email,1,mixed,simulated_phish_email,"Subject: আপনি ১ লাখ টাকা জিতেছেন!

অভিনন্দন! আপনি ৫০,০০০ টাকা জিতেছেন। দাবি করুন: http://www.odonnell.com/ (আজই শেষ!)",1,0
আপনার OTP: 287155 – কাউকে শেয়ার করবেন না।,sms,0,bn,simulated_legit_sms,আপনার OTP: 287155 – কাউকে শেয়ার করবেন না।,0,0
আপনার OTP: 623238 – কাউকে শেয়ার করবেন না।,sms,0,bn,simulated_legit_sms,আপনার OTP: 623238 – কাউকে শেয়ার করবেন না।,0,0
"Subject: আপনার অর্ডার নিশ্চিত হয়েছে

আপনার অর্ডার #4387 সফলভাবে পেমেন্ট হয়েছে।",email,0,mixed,simulated_legit_email,"Subject: আপনার অর্ডার নিশ্চিত হয়েছে

আপনার অর্ডার #4387 সফলভাবে পেমেন্ট হয়েছে।",0,0
আপনার মোবাইল বিল পরিশোধের সময় হয়েছে।,sms,0,bn,simulated_legit_sms,আপনার মোবাইল বিল পরিশোধের সময় হয়েছে।,0,0
https://gov-bd-verify.net/update,url,1,en,simulated_phish_url,https://gov-bd-verify.net/update,0,0
"Subject: আপনার অর্ডার নিশ্চিত হয়েছে

আপনার অর্ডার #9871 সফলভাবে পেমেন্ট হয়েছে।",email,0,mixed,simulated_legit_email,"Subject: আপনার অর্ডার নিশ্চিত হয়েছে

আপনার অর্ডার #9871 সফলভাবে পেমেন্ট হয়েছে।",0,0
https://www.dutchbanglabank.com,url,0,en,simulated_legit_url,https://www.dutchbanglabank.com,0,0
"Subject: আপনার পেমেন্ট ব্লক হয়েছে

Eid স্পেশাল গিফট পেয়েছেন! ক্লেইম করতে ক্লিক করুন: http://malone.com/",email,1,mixed,simulated_phish_email,"Subject: আপনার পেমেন্ট ব্লক হয়েছে

Eid স্পেশাল গিফট পেয়েছেন! ক্লেইম করতে ক্লিক করুন: http://malone.com/",1,0
আপনার রিচার্জ সফল হয়েছে। ব্যালেন্স: 9498 টাকা।,sms,0,bn,simulated_legit_sms,আপনার রিচার্জ সফল হয়েছে। ব্যালেন্স: 9498 টাকা।,0,0
আপনার ব্যাংক স্টেটমেন্ট তৈরি। লগইন করে দেখুন।,sms,0,bn,simulated_legit_sms,আপনার ব্যাংক স্টেটমেন্ট তৈরি। লগইন করে দেখুন।,0,0
https://www.bracbank.com,url,0,en,simulated_legit_url,https://www.bracbank.com,0,0
https://gov-bd-verify.net/update,url,1,en,simulated_phish_url,https://gov-bd-verify.net/update,0,0
আপনার মোবাইল নম্বরে সমস্যা। সিকিউরিটি চেক করুন: https://nagaad-prizeclaim.com,sms,1,bn,simulated_phish_sms,আপনার মোবাইল নম্বরে সমস্যা। সিকিউরিটি চেক করুন: https://nagaad-prizeclaim.com,0,0
"Subject: আপনার পেমেন্ট ব্লক হয়েছে

Eid স্পেশাল গিফট পেয়েছেন! ক্লেইম করতে ক্লিক করুন: http://www.wallace.com/",email,1,mixed,simulated_phish_email,"Subject: আপনার পেমেন্ট ব্লক হয়েছে

Eid স্পেশাল গিফট পেয়েছেন! ক্লেইম করতে ক্লিক করুন: http://www.wallace.com/",1,0
Eid স্পেশাল গিফট পেয়েছেন! ক্লেইম করতে ক্লিক করুন: https://gov-bd-verify.net/update,sms,1,bn,simulated_phish_sms,Eid স্পেশাল গিফট পেয়েছেন! ক্লেইম করতে ক্লিক করুন: https://gov-bd-verify.net/update,0,0
https://dbbl-bank.security-check.com/login,url,1,en,simulated_phish_url,https://dbbl-bank.security-check.com/login,0,0
আপনার ব্যাংক অ্যাকাউন্ট লক হচ্ছে ২৪ ঘন্টার মধ্যে! যাচাই: https://www.bkashh.com/login,sms,1,bn,simulated_phish_sms,আপনার ব্যাংক অ্যাকাউন্ট লক হচ্ছে ২৪ ঘন্টার মধ্যে! যাচাই: https://www.bkashh.com/login,0,0
https://dbbl-bank.security-check.com/login,url,1,en,simulated_phish_url,https://dbbl-bank.security-check.com/login,0,0
"Subject: আপনার অর্ডার নিশ্চিত হয়েছে

আপনার অর্ডার #4744 সফলভাবে পেমেন্ট হয়েছে।",email,0,mixed,simulated_legit_email,"Subject: আপনার অর্ডার নিশ্চিত হয়েছে

আপনার অর্ডার #4744 সফলভাবে পেমেন্ট হয়েছে।",0,0
https://bkaash.app/verify-account,url,1,en,simulated_phish_url,https://bkaash.app/verify-account,0,0
"Subject: আপনার অর্ডার নিশ্চিত হয়েছে

আপনার অর্ডার #4212 সফলভাবে পেমেন্ট হয়েছে।",email,0,mixed,simulated_legit_email,"Subject: আপনার অর্ডার নিশ্চিত হয়েছে

আপনার অর্ডার #4212 সফলভাবে পেমেন্ট হয়েছে।",0,0
আপনার bKash অ্যাকাউন্টে 179 টাকা এসেছে।,sms,0,bn,simulated_legit_sms,আপনার bKash অ্যাকাউন্টে 179 টাকা এসেছে।,0,0
আপনার পার্সেল ট্র্যাকিং নম্বর: PK73782 – Pathao,sms,0,bn,simulated_legit_sms,আপনার পার্সেল ট্র্যাকিং নম্বর: PK73782 – Pathao,0,0
আপনার পুরস্কার অপেক্ষা করছে – এখনই ক্লিক করুন: https://bkash-login-verify.net/update,sms,1,bn,simulated_phish_sms,আপনার পুরস্কার অপেক্ষা করছে – এখনই ক্লিক করুন: https://bkash-login-verify.net/update,1,0
আপনার অর্ডার #38241 ডেলিভারি হয়েছে। ধন্যবাদ Daraz থেকে।,sms,0,bn,simulated_legit_sms,আপনার অর্ডার #38241 ডেলিভারি হয়েছে। ধন্যবাদ Daraz থেকে।,0,0
"Subject: আপনি ১ লাখ টাকা জিতেছেন!

অবিলম্বে আপনার পাসওয়ার্ড রিসেট করুন! https://myers.com/",email,1,mixed,simulated_phish_email,"Subject: আপনি ১ লাখ টাকা জিতেছেন!

অবিলম্বে আপনার পাসওয়ার্ড রিসেট করুন! https://myers.com/",0,0
"Subject: আপনার অর্ডার নিশ্চিত হয়েছে

আপনার অর্ডার #6638 সফলভাবে পেমেন্ট হয়েছে।",email,0,mixed,simulated_legit_email,"Subject: আপনার অর্ডার নিশ্চিত হয়েছে

আপনার অর্ডার #6638 সফলভাবে পেমেন্ট হয়েছে।",0,0
আপনার পুরস্কার অপেক্ষা করছে – এখনই ক্লিক করুন: https://bkaash.app/verify-account,sms,1,bn,simulated_phish_sms,আপনার পুরস্কার অপেক্ষা করছে – এখনই ক্লিক করুন: https://bkaash.app/verify-account,1,0
"Subject: আপনার অর্ডার নিশ্চিত হয়েছে

আপনার অর্ডার #9821 সফলভাবে পেমেন্ট হয়েছে।",email,0,mixed,simulated_legit_email,"Subject: আপনার অর্ডার নিশ্চিত হয়েছে

আপনার অর্ডার #9821 সফলভাবে পেমেন্ট হয়েছে।",0,0
আপনার OTP: 611174 – কাউকে শেয়ার করবেন না।,sms,0,bn,simulated_legit_sms,আপনার OTP: 611174 – কাউকে শেয়ার করবেন না।,0,0
Nagad থেকে জরুরি: আপনার পেমেন্ট ব্লক হয়েছে। আপডেট করুন: https://dbbl-bank.security-check.com/login,sms,1,bn,simulated_phish_sms,Nagad থেকে জরুরি: আপনার পেমেন্ট ব্লক হয়েছে। আপডেট করুন: https://dbbl-bank.security-check.com/login,1,0
"Subject: আপনার অর্ডার নিশ্চিত হয়েছে

আপনার অর্ডার #7911 সফলভাবে পেমেন্ট হয়েছে।",email,0,mixed,simulated_legit_email,"Subject: আপনার অর্ডার নিশ্চিত হয়েছে

আপনার অর্ডার #7911 সফলভাবে পেমেন্ট হয়েছে।",0,0
"Subject: জরুরি! অ্যাকাউন্ট যাচাই করুন

অভিনন্দন! আপনি ৫০,০০০ টাকা জিতেছেন। দাবি করুন: http://middleton.com/ (আজই শেষ!)",email,1,mixed,simulated_phish_email,"Subject: জরুরি! অ্যাকাউন্ট যাচাই করুন

অভিনন্দন! আপনি ৫০,০০০ টাকা জিতেছেন। দাবি করুন: http://middleton.com/ (আজই শেষ!)",1,0
আপনার ব্যাংক অ্যাকাউন্ট লক হচ্ছে ২৪ ঘন্টার মধ্যে! যাচাই: https://rocket-banking.online/secure,sms,1,bn,simulated_phish_sms,আপনার ব্যাংক অ্যাকাউন্ট লক হচ্ছে ২৪ ঘন্টার মধ্যে! যাচাই: https://rocket-banking.online/secure,0,0
